588,5,1,1,0.0695274539447935,0.0695274539447935,0.079650715666774,0.079650715666774,0.282224583739216
668,5,1,1,0.0749579125768247,0.0749579125768247,0.0794214631268388,0.0794214631268388,0.281818138392189
8,5,1,1,0.0705970919943916,0.0705970919943916,0.0796012016471605,0.0796012016471605,0.282136849147999
93,5,1,1,0.0671627746404842,0.0671627746404842,0.0793930659115864,0.0793930659115864,0.28176775172398
911,5,1,1,0.0788107308394586,0.0788107308394586,0.0798118284983241,0.0798118284983241,0.282509873275828
335,5,1,1,0.0742321305791994,0.0742321305791994,0.0795582587682065,0.0795582587682065,0.282060735956295
857,5,1,1,0.0687111686723321,0.0687111686723321,0.0789619693808058,0.0789619693808058,0.281001724871585
639,5,1,1,0.0755927980784641,0.0755927980784641,0.0793890840305706,0.0793890840305706,0.281760685743364
204,5,1,1,0.0791407812439157,0.0791407812439157,0.0792922838246853,0.0792922838246853,0.281588856002302
750,5,1,1,0.0704877903729811,0.0704877903729811,0.0796402142044249,0.0796402142044249,0.28220597832864
999,4,1,1,0.0843340014237236,0.0843340014237236,0.0916629873161794,0.0916629873161794,0.302758959101427
82,4,1,1,0.0962630795194712,0.0962630795194712,0.0918257710580939,0.0918257710580939,0.3030276737496
892,4,1,1,0.0803538338118997,0.0803538338118997,0.0916904057126998,0.0916904057126998,0.302804236616167
571,4,1,1,0.0916191973957128,0.0916191973957128,0.0920464885569146,0.0920464885569146,0.303391642200168
128,4,1,1,0.0717789135486879,0.0717789135486879,0.0917355440845423,0.0917355440845423,0.302878761362599
115,4,1,1,0.0812686935214129,0.0812686935214129,0.0910908593981833,0.0910908593981833,0.301812622993445
372,4,1,1,0.0868856431665697,0.0868856431665697,0.0917465395000782,0.0917465395000782,0.302896912331701
860,4,1,1,0.0812118011049651,0.0812118011049651,0.0917247048105628,0.0917247048105628,0.302860867083489
634,4,1,1,0.0887904477421627,0.0887904477421627,0.091634453412755,0.091634453412755,0.302711832297244
975,4,1,1,0.0722979674411109,0.0722979674411109,0.0917832795221324,0.0917832795221324,0.302957553994173
217,3,1,1,0.100965079795088,0.100965079795088,0.108791497455852,0.108791497455852,0.329835561235978
745,3,1,1,0.0952434181336834,0.0952434181336834,0.108338190274649,0.108338190274649,0.329147672443007
720,3,1,1,0.0986552310044052,0.0986552310044052,0.108649816906,0.108649816906,0.329620716742744
13,3,1,1,0.08847620061859,0.08847620061859,0.108122838302765,0.108122838302765,0.328820373916771
605,3,1,1,0.0910243832555545,0.0910243832555545,0.108178372728009,0.108178372728009,0.328904808003789
552,3,1,1,0.0874762340621705,0.0874762340621705,0.10833895347568,0.10833895347568,0.32914883180057
