6.220000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.960863508380882636e-01,2.466651537101049729e-01,1.391557472601150924e-01,2.479001911551269588e-01,2.490358822989275633e-01,4.971611595067036427e-01
7.250000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.975174474653110024e-01,2.481816150529445597e-01,1.436890378722165407e-01,2.478214663941479823e-01,2.489692759436935854e-01,4.969437007360819614e-01
5.860000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.978896086721133374e-01,2.484137988359891303e-01,1.409936213885551459e-01,2.478400067119401473e-01,2.490214893531828566e-01,4.976185745783037184e-01
9.060000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.964050284196609875e-01,2.473616925944335521e-01,1.438485237979184872e-01,2.479103761621139490e-01,2.490000698639090460e-01,4.990044420125325786e-01
4.180000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.975403500211374896e-01,2.481805744306101458e-01,1.377269957546424228e-01,2.478335031004506306e-01,2.490475570103693193e-01,4.974853855252724388e-01
9.300000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+00,2.965026058344973348e-01,2.473050666770567896e-01,1.425445851717458412e-01,2.479293463732715752e-01,2.490106774888684038e-01,4.983730683123586691e-01
8.200000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.976214057841431448e-01,2.481508369926432034e-01,1.435814010009627273e-01,2.479690769437894460e-01,2.489881669667662056e-01,4.983499360386234867e-01
1.160000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.969464435022362014e-01,2.475921682897183895e-01,1.406977227986521417e-01,2.478623939963665035e-01,2.490239008945647481e-01,4.992571763508644178e-01
6.610000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.965685159005873595e-01,2.468290074711262105e-01,1.433314990435497760e-01,2.477913122764302534e-01,2.489881302046074718e-01,4.983068670546812462e-01
8.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00,2.973292406942557586e-01,2.482622177040091638e-01,1.430874108979238724e-01,2.478493963066848160e-01,2.489859712833431826e-01,4.981246452200603358e-01
8.000000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+00,2.982190160501858034e-01,2.487546180319624434e-01,1.421885284369499292e-01,2.478585544003065189e-01,2.490144896741622316e-01,4.976846259816630202e-01
1.110000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.978046311761000098e-01,2.486701331928652392e-01,1.414657375926931249e-01,2.479024641304019838e-01,2.490082167131968949e-01,4.992750401752124589e-01
7.670000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.976593219014636027e-01,2.482641934634023662e-01,1.452988503031979739e-01,2.478618119861556446e-01,2.489567371856535316e-01,4.959113920722563185e-01
8.370000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.970221816144830163e-01,2.475742629970771325e-01,1.431018929511991555e-01,2.479443750435667559e-01,2.489983650230671031e-01,4.997187811750484210e-01
3.030000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.983406376457029552e-01,2.489760321816305300e-01,1.430690652503958105e-01,2.478597338144284956e-01,2.490044731286018831e-01,4.977852190691314238e-01
9.200000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+00,2.974419881039853109e-01,2.480821827178031069e-01,1.392863224012831636e-01,2.478959055245416043e-01,2.490240825625470722e-01,4.981426466812281517e-01
8.660000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.975506482184302470e-01,2.480614337002425562e-01,1.429916493836824454e-01,2.479154546628626055e-01,2.490134863063007686e-01,4.976776836899845513e-01
1.340000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.977712056565125498e-01,2.484196057157215254e-01,1.433793217115314766e-01,2.478600476338987668e-01,2.490117548954884907e-01,4.968723133214493215e-01
9.800000000000000000e+02,1.000000000000000056e-01,1.000000000000000000e+00,2.966066679560829256e-01,2.473080380464851014e-01,1.409730735145583447e-01,2.479213761978230623e-01,2.490304346905045096e-01,4.980818180755369751e-01
5.900000000000000000e+01,1.000000000000000056e-01,1.000000000000000000e+00,2.981018569551894815e-01,2.489399210794540074e-01,1.417002908513848580e-01,2.478196542358798160e-01,2.490182126927086015e-01,4.974289866434792873e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
