0.1, 1.11993424, 2.5981696 , 0.60526697
0.111111,  1.1347529 , 2.65768591,  0.69282596
0.125, 1.1629811 , 2.75353641,  0.81433429
0.142857, 1.18305361, 2.8311286 , 0.96921783
0.166666, 1.23618852, 3.00818606, 1.22212528
0.2, 1.31299072, 3.26464684,  1.63125346
0.25, 1.45019513, 3.76596421, 2.45305241
0.333333, 1.89153618, 5.37528529,  5.12479423
