2.000000000000000111e-01,5.000000000000000000e-01,7.336398709556750219e+00,3.347229692489545716e+00,2.022787961748307717e-01
2.000000000000000111e-01,5.000000000000000000e-01,7.068922971652038534e+00,3.118978706067241369e+00,1.848919124374232281e-01
2.000000000000000111e-01,5.000000000000000000e-01,7.299846855486720187e+00,3.332944078119465026e+00,2.152262153522077892e-01
2.000000000000000111e-01,5.000000000000000000e-01,7.245942792454227011e+00,3.249956139495111529e+00,2.263167465381063503e-01
2.000000000000000111e-01,5.000000000000000000e-01,7.391364791931104072e+00,3.440209644324526028e+00,2.261906924666601537e-01
2.000000000000000111e-01,5.000000000000000000e-01,7.186788655343963050e+00,3.214098485892718404e+00,2.206565152253173734e-01
2.000000000000000111e-01,5.000000000000000000e-01,7.435846745207654429e+00,3.461316154286740776e+00,2.124231042171160211e-01
2.000000000000000111e-01,5.000000000000000000e-01,7.340538027920408659e+00,3.380964416730633193e+00,2.347345231760680495e-01
2.000000000000000111e-01,5.000000000000000000e-01,7.009610014419844326e+00,3.051023924417069377e+00,2.215558581701883023e-01
2.000000000000000111e-01,5.000000000000000000e-01,7.157913107183834001e+00,3.213369350625971510e+00,1.853910382693783054e-01
2.000000000000000111e-01,5.999999999999999778e-01,7.676899092611796149e+00,3.586043502508976744e+00,3.188972889638804764e-01
2.000000000000000111e-01,5.999999999999999778e-01,7.725525692681882717e+00,3.679169852848312328e+00,3.372165664390057715e-01
2.000000000000000111e-01,5.999999999999999778e-01,7.605645212360363949e+00,3.544392266907965716e+00,3.752121503207248576e-01
2.000000000000000111e-01,5.999999999999999778e-01,7.575861370349652013e+00,3.508094077009720202e+00,3.215941825851711400e-01
2.000000000000000111e-01,5.999999999999999778e-01,8.034180534583954980e+00,3.925419581495974253e+00,3.509294853953462412e-01
2.000000000000000111e-01,5.999999999999999778e-01,7.274863354891209610e+00,3.220224944377513054e+00,3.236940785825624944e-01
