1.000000000000000056e-01,1.000000000000000000e+00,1.000084594037131902e+00,1.932252856972331845e-01,1.930264466991520322e-01,8.068593083398987176e-01,1.930264466991520322e-01,3.949254063388839553e-01
1.000000000000000056e-01,1.000000000000000000e+00,1.000495307818693336e+00,1.935365627115537557e-01,1.930378088853129115e-01,8.069587451071396078e-01,1.930378088853129115e-01,3.953137577321477192e-01
1.000000000000000056e-01,1.000000000000000000e+00,9.996219595189574925e-01,1.927700198418358379e-01,1.929979089104099654e-01,8.068519396771216545e-01,1.929979089104099654e-01,3.943625578044205326e-01
1.000000000000000056e-01,1.000000000000000000e+00,9.991389043581677676e-01,1.922355180385811602e-01,1.931080377852873453e-01,8.069033863195865797e-01,1.931080377852873453e-01,3.936302881909586882e-01
1.000000000000000056e-01,1.000000000000000000e+00,9.997623487530847841e-01,1.929491696256281363e-01,1.925851923345226480e-01,8.068131791274566478e-01,1.925851923345226480e-01,3.947912275103172552e-01
2.000000000000000111e-01,1.000000000000000000e+00,9.989896941901954541e-01,1.856567613187486143e-01,1.866519859575931917e-01,8.133329328714468121e-01,1.866519859575931917e-01,3.883526714943970060e-01
2.000000000000000111e-01,1.000000000000000000e+00,9.996562960562455080e-01,1.864000009558822446e-01,1.871079522666787565e-01,8.132562951003632357e-01,1.871079522666787565e-01,3.890894693440732355e-01
2.000000000000000111e-01,1.000000000000000000e+00,9.999235041467389173e-01,1.867709992039459366e-01,1.863389257055390880e-01,8.131525049427930085e-01,1.863389257055390880e-01,3.899343585410902646e-01
2.000000000000000111e-01,1.000000000000000000e+00,9.984963367880735907e-01,1.851839558966509591e-01,1.869608835245858691e-01,8.133123808914226593e-01,1.869608835245858691e-01,3.875946128732405405e-01
2.000000000000000111e-01,1.000000000000000000e+00,9.998126280035291025e-01,1.865982185788273573e-01,1.867185004475793442e-01,8.132144094247016897e-01,1.867185004475793442e-01,3.895310259394425545e-01
2.999999999999999889e-01,1.000000000000000000e+00,9.993820540718596490e-01,1.803851344519090127e-01,1.792288768322720383e-01,8.189969196199506918e-01,1.792288768322720383e-01,3.850482361488639094e-01
2.999999999999999889e-01,1.000000000000000000e+00,1.001877646663623000e+00,1.828733229181740416e-01,1.811043179682282622e-01,8.190043237454490699e-01,1.811043179682282622e-01,3.873945649224275201e-01
2.999999999999999889e-01,1.000000000000000000e+00,9.987284092438438732e-01,1.795180517598394809e-01,1.804966015788315448e-01,8.192103574840043922e-01,1.804966015788315448e-01,3.833262690950517415e-01
2.999999999999999889e-01,1.000000000000000000e+00,9.985927871558211155e-01,1.794411228769006161e-01,1.803617235319029954e-01,8.191516642789204994e-01,1.803617235319029954e-01,3.832894096652058602e-01
2.999999999999999889e-01,1.000000000000000000e+00,9.982604671480121983e-01,1.790924225897198574e-01,1.805361104207777456e-01,8.191680445582923964e-01,1.805361104207777456e-01,3.827520547611163448e-01
4.000000000000000222e-01,1.000000000000000000e+00,1.001017247926181630e+00,1.765335579880384087e-01,1.759092518745278277e-01,8.244836899381431383e-01,1.759092518745278277e-01,3.815619125292543101e-01
4.000000000000000222e-01,1.000000000000000000e+00,9.992115989564323009e-01,1.746874676949769778e-01,1.741367618929269556e-01,8.245241312614552953e-01,1.741367618929269556e-01,3.799524389346948805e-01
4.000000000000000222e-01,1.000000000000000000e+00,1.001411891351033701e+00,1.767814638421350559e-01,1.749246191902323888e-01,8.246304275088987001e-01,1.749246191902323888e-01,3.823386475930562467e-01
4.000000000000000222e-01,1.000000000000000000e+00,1.000742223611067017e+00,1.763054323392436173e-01,1.759700660246821258e-01,8.244367912718234548e-01,1.759700660246821258e-01,3.812347940607108687e-01
4.000000000000000222e-01,1.000000000000000000e+00,9.981970659272338953e-01,1.736019765394375969e-01,1.759776930243439064e-01,8.245950893877963539e-01,1.759776930243439064e-01,3.776689398100767647e-01
5.000000000000000000e-01,1.000000000000000000e+00,9.998054192082966862e-01,1.699101551401844823e-01,1.710919520018651940e-01,8.298952640681122039e-01,1.710919520018651940e-01,3.750169317515889555e-01
5.000000000000000000e-01,1.000000000000000000e+00,1.001288193270760685e+00,1.715837409069440045e-01,1.714110894991003609e-01,8.297044523638167357e-01,1.714110894991003609e-01,3.770967771059246521e-01
5.000000000000000000e-01,1.000000000000000000e+00,9.995820729980714470e-01,1.700543492641084231e-01,1.693668347607981406e-01,8.295277237339629961e-01,1.693668347607981406e-01,3.759909899814314893e-01
5.000000000000000000e-01,1.000000000000000000e+00,9.984271862491138627e-01,1.684789487593198465e-01,1.697264533612730941e-01,8.299482374897940717e-01,1.697264533612730941e-01,3.737270123883520423e-01
5.000000000000000000e-01,1.000000000000000000e+00,1.001293308524654257e+00,1.717600415320296170e-01,1.714741512577869498e-01,8.295332669926245295e-01,1.714741512577869498e-01,3.773018115281865925e-01
5.999999999999999778e-01,1.000000000000000000e+00,1.000270505684107913e+00,1.660174488356045142e-01,1.647354259635818163e-01,8.342530568485034825e-01,1.647354259635818163e-01,3.726656521175539805e-01
5.999999999999999778e-01,1.000000000000000000e+00,1.000431079388456546e+00,1.661033331858823292e-01,1.656285515556155941e-01,8.343277462025741054e-01,1.656285515556155941e-01,3.723849031519284591e-01
5.999999999999999778e-01,1.000000000000000000e+00,1.000912269936421017e+00,1.667428926381822052e-01,1.643016289309461586e-01,8.341693772982388122e-01,1.643016289309461586e-01,3.738286604432836668e-01
5.999999999999999778e-01,1.000000000000000000e+00,1.000126883771895736e+00,1.657317402106544824e-01,1.656734485439707583e-01,8.343951435612413370e-01,1.656734485439707583e-01,3.718656325317019062e-01
5.999999999999999778e-01,1.000000000000000000e+00,9.983680362877809245e-01,1.637808568712548207e-01,1.658881611330775829e-01,8.345871794165261592e-01,1.658881611330775829e-01,3.691367969562786566e-01
6.999999999999999556e-01,1.000000000000000000e+00,1.001497798279283646e+00,1.624157023124012944e-01,1.624725261753559025e-01,8.390820959668824353e-01,1.624725261753559025e-01,3.688066980826129049e-01
6.999999999999999556e-01,1.000000000000000000e+00,1.001011231520297029e+00,1.622801140730235625e-01,1.598901339948878564e-01,8.387311174472734665e-01,1.598901339948878564e-01,3.697502658878291659e-01
6.999999999999999556e-01,1.000000000000000000e+00,9.996695354426787805e-01,1.605340124884850894e-01,1.621090211875254039e-01,8.391355229541936911e-01,1.621090211875254039e-01,3.664078025071348388e-01
6.999999999999999556e-01,1.000000000000000000e+00,1.000522296028468761e+00,1.616742128547613566e-01,1.624050980448691894e-01,8.388480831737074039e-01,1.624050980448691894e-01,3.678298478696335749e-01
6.999999999999999556e-01,1.000000000000000000e+00,1.000870787079758184e+00,1.622083375693743057e-01,1.637871923102190153e-01,8.386624495103838228e-01,1.637871923102190153e-01,3.679430570135950318e-01
8.000000000000000444e-01,1.000000000000000000e+00,9.994861601039770616e-01,1.562459572258921847e-01,1.552715309660439025e-01,8.432402028780848768e-01,1.552715309660439025e-01,3.635061332320997374e-01
8.000000000000000444e-01,1.000000000000000000e+00,1.001810039262293728e+00,1.586944018696686276e-01,1.573733306905260587e-01,8.431156373926250724e-01,1.573733306905260587e-01,3.659617967179620290e-01
8.000000000000000444e-01,1.000000000000000000e+00,1.000642390674916893e+00,1.571802102599620943e-01,1.576013779122629466e-01,8.434621804149546875e-01,1.576013779122629466e-01,3.637884219434672772e-01
8.000000000000000444e-01,1.000000000000000000e+00,1.000301451580898782e+00,1.571826860895736422e-01,1.596298027237232353e-01,8.431187654913251395e-01,1.596298027237232353e-01,3.629063407712227463e-01
8.000000000000000444e-01,1.000000000000000000e+00,1.000097009177148832e+00,1.568857530246477450e-01,1.571097243674182409e-01,8.432112561525010319e-01,1.571097243674182409e-01,3.635963249729590174e-01
9.000000000000000222e-01,1.000000000000000000e+00,9.987454367064123595e-01,1.515156142216892987e-01,1.526880005647404392e-01,8.472298224847231163e-01,1.526880005647404392e-01,3.580530529198586720e-01
9.000000000000000222e-01,1.000000000000000000e+00,9.997228142773366688e-01,1.525881688282108017e-01,1.524887079147084490e-01,8.471346454491258671e-01,1.524887079147084490e-01,3.596322604921776689e-01
9.000000000000000222e-01,1.000000000000000000e+00,1.000352460397371690e+00,1.532080638361467406e-01,1.523281611575409422e-01,8.471443965612249771e-01,1.523281611575409422e-01,3.605609451320386238e-01
9.000000000000000222e-01,1.000000000000000000e+00,9.987200328840338814e-01,1.513811218121019209e-01,1.539729890430918124e-01,8.473389110719319328e-01,1.539729890430918124e-01,3.573142041078661846e-01
9.000000000000000222e-01,1.000000000000000000e+00,1.001815192652333542e+00,1.546097290939264790e-01,1.546769529986678493e-01,8.472054635584070903e-01,1.546769529986678493e-01,3.615034844990769880e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.001875081197690642e+00,1.510475881702139644e-01,1.499750899331818987e-01,8.508274930274767334e-01,1.499750899331818987e-01,3.585457579859898103e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.001209114492130681e+00,1.503024578937152134e-01,1.501206706669673541e-01,8.509066565984153563e-01,1.501206706669673541e-01,3.574440405604982773e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000173357313770106e+00,1.490556513089154878e-01,1.498821860674079687e-01,8.511177060048547016e-01,1.498821860674079687e-01,3.557962641857982944e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.002228534253921222e+00,1.511284056199634906e-01,1.493329380760167469e-01,8.511001286339577865e-01,1.493329380760167469e-01,3.589262866182247880e-01
1.000000000000000000e+00,1.000000000000000000e+00,9.986952383853349158e-01,1.476370126368731217e-01,1.483788036024668300e-01,8.510582257484617941e-01,1.483788036024668300e-01,3.544301669982024561e-01
