1.000000000000000056e-01,1.000000000000000000e+00,1.645742511927652529e+01,1.222266529540029012e+01,1.239035430329304965e+01
1.000000000000000056e-01,1.000000000000000000e+00,1.588491226727618510e+01,1.170461375748397437e+01,1.190098764949344456e+01
1.000000000000000056e-01,1.000000000000000000e+00,1.614282756075901304e+01,1.196739827038131487e+01,1.197909972779487653e+01
1.000000000000000056e-01,1.000000000000000000e+00,1.589112424430974180e+01,1.172998257500164954e+01,1.207069151573482557e+01
1.000000000000000056e-01,1.000000000000000000e+00,1.596418659655471295e+01,1.176753595915489825e+01,1.196138316821725667e+01
1.000000000000000056e-01,1.000000000000000000e+00,1.609927640176035624e+01,1.191013565298832866e+01,1.197817612270052656e+01
1.000000000000000056e-01,1.000000000000000000e+00,1.586939698711680791e+01,1.163514512680589874e+01,1.112442509483605235e+01
1.000000000000000056e-01,1.000000000000000000e+00,1.505967889800514925e+01,1.089801558023987305e+01,1.085500757801331595e+01
1.000000000000000056e-01,1.000000000000000000e+00,1.608037310833896072e+01,1.188652875974626255e+01,1.175565645288381056e+01
1.000000000000000056e-01,1.000000000000000000e+00,1.540376588747015241e+01,1.118289084315395598e+01,1.150296350936632450e+01
2.000000000000000111e-01,1.000000000000000000e+00,1.617834483320858752e+01,1.111101946606843249e+01,1.105711420200804085e+01
2.000000000000000111e-01,1.000000000000000000e+00,1.539012958124578212e+01,1.040881950234502362e+01,1.012009122928140492e+01
2.000000000000000111e-01,1.000000000000000000e+00,1.562359687326961755e+01,1.059661462076080518e+01,1.034867733828541247e+01
2.000000000000000111e-01,1.000000000000000000e+00,1.563616824465719368e+01,1.063905149653548499e+01,1.043665489123240953e+01
2.000000000000000111e-01,1.000000000000000000e+00,1.556915792120599562e+01,1.061315041696274442e+01,1.104850179378546393e+01
2.000000000000000111e-01,1.000000000000000000e+00,1.580703668162415454e+01,1.080121433576059253e+01,1.083343904698211801e+01
2.000000000000000111e-01,1.000000000000000000e+00,1.586935900087561180e+01,1.086327580978855245e+01,1.087411016293758692e+01
2.000000000000000111e-01,1.000000000000000000e+00,1.626082051059824352e+01,1.114776967750029257e+01,1.115980680586056373e+01
2.000000000000000111e-01,1.000000000000000000e+00,1.637749093362952379e+01,1.134088498558810443e+01,1.099446203208142947e+01
2.000000000000000111e-01,1.000000000000000000e+00,1.576830786633798631e+01,1.073832875988507674e+01,1.025182350274748799e+01
2.999999999999999889e-01,1.000000000000000000e+00,1.587543053576097307e+01,1.009115901524985581e+01,1.008689986781468484e+01
2.999999999999999889e-01,1.000000000000000000e+00,1.553315552585907078e+01,9.814597097721595276e+00,9.701264724520937577e+00
2.999999999999999889e-01,1.000000000000000000e+00,1.614129950470211128e+01,1.031103946732704557e+01,1.003177967669953752e+01
2.999999999999999889e-01,1.000000000000000000e+00,1.597933730329005186e+01,1.025709233583547508e+01,1.030536675573524263e+01
2.999999999999999889e-01,1.000000000000000000e+00,1.612074396429912326e+01,1.031096891877839461e+01,1.041015300351970296e+01
2.999999999999999889e-01,1.000000000000000000e+00,1.541963392275389921e+01,9.673315068822342155e+00,9.670675036459716267e+00
2.999999999999999889e-01,1.000000000000000000e+00,1.566257254901494989e+01,9.935154256315723131e+00,9.983912612885458060e+00
2.999999999999999889e-01,1.000000000000000000e+00,1.637625460112220210e+01,1.059127916123411595e+01,1.058544318152864960e+01
2.999999999999999889e-01,1.000000000000000000e+00,1.616196718847010771e+01,1.039696034112060374e+01,1.112005907111227998e+01
2.999999999999999889e-01,1.000000000000000000e+00,1.573960034443239664e+01,9.979658825586643189e+00,9.653827708255910522e+00
4.000000000000000222e-01,1.000000000000000000e+00,1.583802102194520778e+01,9.363340002977935228e+00,9.579240873338632056e+00
